county,race,rate,ci_lower,ci_upper,moe,rse,risk_factor,gender
Salem,Hispanic/Latino,**,**,**,0.795,0.472,Colorectal Screening,Male and Female
Somerset,Asian/Pacific Islander,**,**,**,0.834,0.772,Colorectal Screening,Male and Female
Somerset,Black/African American,**,**,**,0.819,0.755,Colorectal Screening,Male and Female
Somerset,White,0.723,0.761,0.682,0.96,0.927,Colorectal Screening,Male and Female
Somerset,Other,**,**,**,0.757,0.664,Colorectal Screening,Male and Female
Somerset,Hispanic/Latino,**,**,**,0.813,0.798,Colorectal Screening,Male and Female
Sussex,Asian/Pacific Islander,**,**,**,0.699,0.501,Colorectal Screening,Male and Female
Sussex,Black/African American,**,**,**,0.817,0.379,Colorectal Screening,Male and Female
Sussex,White,0.666,0.705,0.625,0.96,0.938,Colorectal Screening,Male and Female
Sussex,Other,**,**,**,0.663,0.485,Colorectal Screening,Male and Female
Sussex,Hispanic/Latino,**,**,**,0.802,0.665,Colorectal Screening,Male and Female
Union,Asian/Pacific Islander,**,**,**,0.763,0.72,Colorectal Screening,Male and Female
Union,Black/African American,0.623,0.712,0.526,0.906,0.872,Colorectal Screening,Male and Female
Union,White,0.677,0.725,0.626,0.95,0.921,Colorectal Screening,Male and Female
Union,Other,**,**,**,0.785,0.676,Colorectal Screening,Male and Female
Union,Hispanic/Latino,0.537,0.65,0.42,0.883,0.871,Colorectal Screening,Male and Female
Warren,Asian/Pacific Islander,**,**,**,0.601,0.483,Colorectal Screening,Male and Female
Warren,Black/African American,**,**,**,0.762,0.49,Colorectal Screening,Male and Female
Warren,White,0.626,0.665,0.585,0.96,0.946,Colorectal Screening,Male and Female
Warren,Other,**,**,**,0.728,0.683,Colorectal Screening,Male and Female
Warren,Hispanic/Latino,**,**,**,0.763,0.632,Colorectal Screening,Male and Female
Total,All Races,0.661,0.672,0.651,0.99,0.984,Colorectal Screening,Male and Female
Atlantic,All Races,0.659,0.695,0.62,0.962,0.944,Colorectal Screening,Male and Female
Bergen,All Races,0.66,0.705,0.611,0.953,0.93,Colorectal Screening,Male and Female
Burlington,All Races,0.705,0.739,0.668,0.964,0.938,Colorectal Screening,Male and Female
Camden,All Races,0.689,0.727,0.648,0.96,0.935,Colorectal Screening,Male and Female
Cape May,All Races,0.647,0.691,0.601,0.955,0.935,Colorectal Screening,Male and Female
Cumberland,All Races,0.618,0.661,0.573,0.956,0.941,Colorectal Screening,Male and Female
Essex,All Races,0.669,0.701,0.635,0.967,0.949,Colorectal Screening,Male and Female
Gloucester,All Races,0.672,0.71,0.631,0.96,0.938,Colorectal Screening,Male and Female
Hudson,All Races,0.628,0.671,0.583,0.956,0.94,Colorectal Screening,Male and Female
Hunterdon,All Races,0.707,0.744,0.667,0.961,0.932,Colorectal Screening,Male and Female
Mercer,All Races,0.697,0.735,0.656,0.96,0.933,Colorectal Screening,Male and Female
Middlesex,All Races,0.622,0.665,0.577,0.956,0.941,Colorectal Screening,Male and Female
Monmouth,All Races,0.679,0.716,0.64,0.962,0.939,Colorectal Screening,Male and Female
Morris,All Races,0.703,0.74,0.662,0.961,0.933,Colorectal Screening,Male and Female
Ocean,All Races,0.666,0.704,0.627,0.962,0.941,Colorectal Screening,Male and Female
Passaic,All Races,0.611,0.655,0.566,0.955,0.941,Colorectal Screening,Male and Female
Salem,All Races,0.637,0.676,0.596,0.96,0.944,Colorectal Screening,Male and Female
Somerset,All Races,0.674,0.717,0.627,0.955,0.93,Colorectal Screening,Male and Female
Sussex,All Races,0.669,0.707,0.629,0.961,0.94,Colorectal Screening,Male and Female
Union,All Races,0.627,0.669,0.583,0.957,0.941,Colorectal Screening,Male and Female
Warren,All Races,0.625,0.663,0.586,0.961,0.947,Colorectal Screening,Male and Female
Atlantic,All Races,0.639,0.692,0.582,0.944,0.922,Colorectal Screening,Male
Atlantic,All Races,0.676,0.724,0.623,0.949,0.92,Colorectal Screening,Female
Bergen,All Races,0.648,0.718,0.57,0.926,0.892,Colorectal Screening,Male
Bergen,All Races,0.669,0.726,0.607,0.941,0.908,Colorectal Screening,Female
Burlington,All Races,0.672,0.726,0.614,0.944,0.913,Colorectal Screening,Male
Burlington,All Races,0.738,0.779,0.693,0.957,0.916,Colorectal Screening,Female
Camden,All Races,0.699,0.754,0.638,0.942,0.901,Colorectal Screening,Male
Camden,All Races,0.681,0.732,0.624,0.946,0.914,Colorectal Screening,Female
Cape May,All Races,0.62,0.681,0.555,0.937,0.915,Colorectal Screening,Male
Cape May,All Races,0.677,0.737,0.61,0.936,0.899,Colorectal Screening,Female
Cumberland,All Races,0.572,0.638,0.504,0.933,0.92,Colorectal Screening,Male
Cumberland,All Races,0.666,0.716,0.61,0.947,0.919,Colorectal Screening,Female
Essex,All Races,0.625,0.676,0.572,0.948,0.929,Colorectal Screening,Male
Essex,All Races,0.708,0.746,0.667,0.961,0.931,Colorectal Screening,Female
Gloucester,All Races,0.666,0.72,0.608,0.944,0.914,Colorectal Screening,Male
Gloucester,All Races,0.681,0.733,0.624,0.945,0.912,Colorectal Screening,Female
Hudson,All Races,0.596,0.666,0.522,0.928,0.909,Colorectal Screening,Male
Hudson,All Races,0.653,0.705,0.596,0.945,0.92,Colorectal Screening,Female
Hunterdon,All Races,0.718,0.77,0.66,0.945,0.9,Colorectal Screening,Male
Hunterdon,All Races,0.694,0.743,0.639,0.948,0.913,Colorectal Screening,Female
Mercer,All Races,0.711,0.767,0.648,0.941,0.895,Colorectal Screening,Male
Mercer,All Races,0.683,0.734,0.628,0.946,0.914,Colorectal Screening,Female
Middlesex,All Races,0.612,0.676,0.543,0.933,0.912,Colorectal Screening,Male
Middlesex,All Races,0.63,0.687,0.57,0.941,0.919,Colorectal Screening,Female
Monmouth,All Races,0.692,0.745,0.633,0.944,0.907,Colorectal Screening,Male
Monmouth,All Races,0.668,0.718,0.615,0.948,0.92,Colorectal Screening,Female
Morris,All Races,0.711,0.765,0.651,0.943,0.899,Colorectal Screening,Male
Morris,All Races,0.69,0.741,0.635,0.947,0.913,Colorectal Screening,Female
Ocean,All Races,0.666,0.723,0.604,0.94,0.908,Colorectal Screening,Male
Ocean,All Races,0.665,0.714,0.614,0.95,0.924,Colorectal Screening,Female
Passaic,All Races,0.62,0.682,0.553,0.935,0.913,Colorectal Screening,Male
Passaic,All Races,0.603,0.663,0.54,0.938,0.92,Colorectal Screening,Female
Salem,All Races,0.631,0.691,0.566,0.937,0.913,Colorectal Screening,Male
Salem,All Races,0.644,0.692,0.594,0.951,0.93,Colorectal Screening,Female
Somerset,All Races,0.711,0.769,0.647,0.939,0.892,Colorectal Screening,Male
Somerset,All Races,0.637,0.698,0.572,0.936,0.911,Colorectal Screening,Female
Sussex,All Races,0.697,0.751,0.637,0.943,0.904,Colorectal Screening,Male
Sussex,All Races,0.643,0.693,0.591,0.949,0.927,Colorectal Screening,Female
Union,All Races,0.645,0.712,0.573,0.93,0.9,Colorectal Screening,Male
Union,All Races,0.611,0.662,0.558,0.947,0.931,Colorectal Screening,Female
Warren,All Races,0.65,0.708,0.589,0.94,0.913,Colorectal Screening,Male
Warren,All Races,0.603,0.653,0.552,0.949,0.935,Colorectal Screening,Female
Atlantic,Asian/Pacific Islander,**,**,**,0.765,0.693,Colorectal Screening,Male
Atlantic,Black/African American,**,**,**,0.825,0.788,Colorectal Screening,Male
Atlantic,White,0.698,0.752,0.637,0.942,0.903,Colorectal Screening,Male
Atlantic,Other,**,**,**,0.683,0.676,Colorectal Screening,Male
Atlantic,Hispanic/Latino,**,**,**,0.803,0.772,Colorectal Screening,Male
Bergen,Asian/Pacific Islander,**,**,**,0.757,0.729,Colorectal Screening,Male
Bergen,Black/African American,**,**,**,0.72,0.533,Colorectal Screening,Male
Bergen,White,0.709,0.774,0.634,0.93,0.877,Colorectal Screening,Male
Bergen,Other,**,**,**,0.735,0.335,Colorectal Screening,Male
Bergen,Hispanic/Latino,**,**,**,0.794,0.784,Colorectal Screening,Male
Burlington,Asian/Pacific Islander,**,**,**,0.763,0.741,Colorectal Screening,Male
Burlington,Black/African American,**,**,**,0.862,0.545,Colorectal Screening,Male
Burlington,White,0.673,0.732,0.608,0.938,0.903,Colorectal Screening,Male
Burlington,Other,**,**,**,0.669,0.622,Colorectal Screening,Male
Burlington,Hispanic/Latino,**,**,**,0.793,0.782,Colorectal Screening,Male
Camden,Asian/Pacific Islander,**,**,**,0.78,0.399,Colorectal Screening,Male
Camden,Black/African American,0.606,0.761,0.427,0.827,0.776,Colorectal Screening,Male
Camden,White,0.728,0.785,0.662,0.938,0.884,Colorectal Screening,Male
Camden,Other,**,**,**,0.629,0.504,Colorectal Screening,Male
Camden,Hispanic/Latino,**,**,**,0.716,0.636,Colorectal Screening,Male
Cape May,Asian/Pacific Islander,**,**,**,1,**,Colorectal Screening,Male
Cape May,Black/African American,**,**,**,0.73,0.698,Colorectal Screening,Male
Cape May,White,0.636,0.696,0.572,0.938,0.913,Colorectal Screening,Male
Cape May,Other,**,**,**,0.769,0.407,Colorectal Screening,Male
Cape May,Hispanic/Latino,**,**,**,1,1,Colorectal Screening,Male
Cumberland,Asian/Pacific Islander,**,**,**,0.621,0.249,Colorectal Screening,Male
Cumberland,Black/African American,**,**,**,0.779,0.746,Colorectal Screening,Male
Cumberland,White,0.581,0.658,0.5,0.92,0.903,Colorectal Screening,Male
Cumberland,Other,**,**,**,0.754,0.747,Colorectal Screening,Male
Cumberland,Hispanic/Latino,**,**,**,0.824,0.82,Colorectal Screening,Male
Essex,Asian/Pacific Islander,**,**,**,0.741,0.561,Colorectal Screening,Male
Essex,Black/African American,0.58,0.672,0.483,0.904,0.884,Colorectal Screening,Male
Essex,White,0.693,0.757,0.62,0.931,0.886,Colorectal Screening,Male
Essex,Other,**,**,**,0.755,0.619,Colorectal Screening,Male
Essex,Hispanic/Latino,0.429,0.578,0.291,0.852,0.824,Colorectal Screening,Male
Gloucester,Asian/Pacific Islander,**,**,**,1,**,Colorectal Screening,Male
Gloucester,Black/African American,**,**,**,0.838,0.497,Colorectal Screening,Male
Gloucester,White,0.637,0.696,0.574,0.939,0.914,Colorectal Screening,Male
Gloucester,Other,**,**,**,0.666,0.45,Colorectal Screening,Male
Gloucester,Hispanic/Latino,**,**,**,0.866,0.368,Colorectal Screening,Male
Hudson,Asian/Pacific Islander,**,**,**,0.796,0.609,Colorectal Screening,Male
Hudson,Black/African American,**,**,**,0.796,0.781,Colorectal Screening,Male
Hudson,White,0.682,0.762,0.59,0.914,0.861,Colorectal Screening,Male
Hudson,Other,**,**,**,0.766,0.395,Colorectal Screening,Male
Hudson,Hispanic/Latino,0.583,0.707,0.447,0.867,0.837,Colorectal Screening,Male
Hunterdon,Asian/Pacific Islander,**,**,**,0.842,-0.09,Colorectal Screening,Male
Hunterdon,Black/African American,**,**,**,1,**,Colorectal Screening,Male
Hunterdon,White,0.695,0.752,0.632,0.939,0.898,Colorectal Screening,Male
Hunterdon,Other,**,**,**,1,**,Colorectal Screening,Male
Hunterdon,Hispanic/Latino,**,**,**,0.888,0.064,Colorectal Screening,Male
Mercer,Asian/Pacific Islander,**,**,**,0.641,0.572,Colorectal Screening,Male
Mercer,Black/African American,0.657,0.795,0.485,0.84,0.762,Colorectal Screening,Male
Mercer,White,0.746,0.805,0.675,0.935,0.87,Colorectal Screening,Male
Mercer,Other,**,**,**,0.783,-0.113,Colorectal Screening,Male
Mercer,Hispanic/Latino,**,**,**,0.744,0.719,Colorectal Screening,Male
Middlesex,Asian/Pacific Islander,**,**,**,0.799,0.777,Colorectal Screening,Male
Middlesex,Black/African American,**,**,**,0.829,0.526,Colorectal Screening,Male
Middlesex,White,0.635,0.706,0.557,0.925,0.895,Colorectal Screening,Male
Middlesex,Other,**,**,**,0.836,0.805,Colorectal Screening,Male
Middlesex,Hispanic/Latino,**,**,**,0.802,0.796,Colorectal Screening,Male
Monmouth,Asian/Pacific Islander,**,**,**,0.794,0.643,Colorectal Screening,Male
Monmouth,Black/African American,**,**,**,0.778,0.761,Colorectal Screening,Male
Monmouth,White,0.703,0.761,0.638,0.938,0.894,Colorectal Screening,Male
Monmouth,Other,**,**,**,1,**,Colorectal Screening,Male
Monmouth,Hispanic/Latino,**,**,**,0.823,0.651,Colorectal Screening,Male
Morris,Asian/Pacific Islander,**,**,**,0.847,0.459,Colorectal Screening,Male
Morris,Black/African American,**,**,**,0.671,0.541,Colorectal Screening,Male
Morris,White,0.698,0.759,0.629,0.934,0.889,Colorectal Screening,Male
Morris,Other,**,**,**,0.772,-0.123,Colorectal Screening,Male
Morris,Hispanic/Latino,**,**,**,0.826,0.634,Colorectal Screening,Male
Ocean,Asian/Pacific Islander,**,**,**,1,**,Colorectal Screening,Male
Ocean,Black/African American,**,**,**,0.79,0.408,Colorectal Screening,Male
Ocean,White,0.669,0.728,0.603,0.937,0.904,Colorectal Screening,Male
Ocean,Other,**,**,**,1,**,Colorectal Screening,Male
Ocean,Hispanic/Latino,**,**,**,0.813,0.652,Colorectal Screening,Male
Passaic,Asian/Pacific Islander,**,**,**,0.641,0.616,Colorectal Screening,Male
Passaic,Black/African American,**,**,**,0.812,0.765,Colorectal Screening,Male
Passaic,White,0.678,0.75,0.597,0.923,0.877,Colorectal Screening,Male
Passaic,Other,**,**,**,0.733,0.69,Colorectal Screening,Male
Passaic,Hispanic/Latino,0.505,0.651,0.358,0.849,0.844,Colorectal Screening,Male
Salem,Asian/Pacific Islander,**,**,**,1,**,Colorectal Screening,Male
Salem,Black/African American,**,**,**,0.849,0.615,Colorectal Screening,Male
Salem,White,0.603,0.668,0.535,0.933,0.914,Colorectal Screening,Male
Salem,Other,**,**,**,0.633,0.542,Colorectal Screening,Male
Salem,Hispanic/Latino,**,**,**,0.584,0.317,Colorectal Screening,Male
Somerset,Asian/Pacific Islander,**,**,**,0.818,0.677,Colorectal Screening,Male
Somerset,Black/African American,**,**,**,0.726,0.52,Colorectal Screening,Male
Somerset,White,0.748,0.8,0.687,0.943,0.886,Colorectal Screening,Male
Somerset,Other,**,**,**,0.877,0.261,Colorectal Screening,Male
Somerset,Hispanic/Latino,**,**,**,0.815,0.695,Colorectal Screening,Male
Sussex,Asian/Pacific Islander,**,**,**,1,**,Colorectal Screening,Male
Sussex,Black/African American,**,**,**,0.801,0.333,Colorectal Screening,Male
Sussex,White,0.688,0.745,0.625,0.94,0.901,Colorectal Screening,Male
Sussex,Other,**,**,**,0.516,0.496,Colorectal Screening,Male
Sussex,Hispanic/Latino,**,**,**,0.832,0.334,Colorectal Screening,Male
Union,Asian/Pacific Islander,**,**,**,0.718,0.603,Colorectal Screening,Male
Union,Black/African American,0.797,0.885,0.668,0.892,0.728,Colorectal Screening,Male
Union,White,0.724,0.787,0.65,0.931,0.873,Colorectal Screening,Male
Union,Other,**,**,**,0.682,0.477,Colorectal Screening,Male
Union,Hispanic/Latino,0.409,0.581,0.257,0.832,0.791,Colorectal Screening,Male
Warren,Asian/Pacific Islander,**,**,**,1,**,Colorectal Screening,Male
Warren,Black/African American,**,**,**,1,**,Colorectal Screening,Male
Warren,White,0.651,0.711,0.586,0.937,0.908,Colorectal Screening,Male
Warren,Other,**,**,**,0.754,0.316,Colorectal Screening,Male
Warren,Hispanic/Latino,**,**,**,0.716,0.554,Colorectal Screening,Male
Atlantic,Asian/Pacific Islander,**,**,**,1,**,Colorectal Screening,Female
Atlantic,Black/African American,0.749,0.852,0.608,0.876,0.749,Colorectal Screening,Female
Atlantic,White,0.675,0.727,0.617,0.945,0.913,Colorectal Screening,Female
Atlantic,Other,**,**,**,0.716,0.615,Colorectal Screening,Female
Atlantic,Hispanic/Latino,**,**,**,0.784,0.754,Colorectal Screening,Female
Bergen,Asian/Pacific Islander,**,**,**,0.826,0.372,Colorectal Screening,Female
Bergen,Black/African American,**,**,**,0.83,0.549,Colorectal Screening,Female
Bergen,White,0.686,0.746,0.62,0.937,0.897,Colorectal Screening,Female
Bergen,Other,**,**,**,0.778,0.729,Colorectal Screening,Female
Bergen,Hispanic/Latino,0.595,0.738,0.434,0.844,0.803,Colorectal Screening,Female
Burlington,Asian/Pacific Islander,**,**,**,0.801,0.059,Colorectal Screening,Female
Burlington,Black/African American,0.822,0.899,0.705,0.904,0.725,Colorectal Screening,Female
Burlington,White,0.717,0.764,0.665,0.951,0.911,Colorectal Screening,Female
Burlington,Other,**,**,**,0.754,0.059,Colorectal Screening,Female
Burlington,Hispanic/Latino,**,**,**,0.731,0.574,Colorectal Screening,Female
Camden,Asian/Pacific Islander,**,**,**,1,1,Colorectal Screening,Female
Camden,Black/African American,0.695,0.81,0.55,0.868,0.778,Colorectal Screening,Female
Camden,White,0.704,0.754,0.649,0.947,0.909,Colorectal Screening,Female
Camden,Other,**,**,**,0.789,0.135,Colorectal Screening,Female
Camden,Hispanic/Latino,**,**,**,0.78,0.759,Colorectal Screening,Female
Cape May,Black/African American,**,**,**,0.773,0.424,Colorectal Screening,Female
Cape May,White,0.67,0.731,0.603,0.936,0.9,Colorectal Screening,Female
Cape May,Other,**,**,**,0.624,0.18,Colorectal Screening,Female
Cape May,Hispanic/Latino,**,**,**,0.654,0.316,Colorectal Screening,Female
Cumberland,Asian/Pacific Islander,**,**,**,1,**,Colorectal Screening,Female
Cumberland,Black/African American,0.753,0.857,0.607,0.874,0.74,Colorectal Screening,Female
Cumberland,White,0.648,0.705,0.585,0.94,0.913,Colorectal Screening,Female
Cumberland,Other,**,**,**,0.887,0.607,Colorectal Screening,Female
Cumberland,Hispanic/Latino,0.687,0.815,0.521,0.849,0.754,Colorectal Screening,Female
Essex,Asian/Pacific Islander,**,**,**,0.755,0.437,Colorectal Screening,Female
Essex,Black/African American,0.684,0.738,0.625,0.943,0.908,Colorectal Screening,Female
Essex,White,0.722,0.777,0.659,0.941,0.892,Colorectal Screening,Female
Essex,Other,**,**,**,0.801,0.663,Colorectal Screening,Female
Essex,Hispanic/Latino,0.718,0.805,0.612,0.903,0.824,Colorectal Screening,Female
Gloucester,Asian/Pacific Islander,**,**,**,0.677,0.669,Colorectal Screening,Female
Gloucester,Black/African American,**,**,**,0.804,0.682,Colorectal Screening,Female
Gloucester,White,0.684,0.737,0.625,0.944,0.909,Colorectal Screening,Female
Gloucester,Other,**,**,**,0.703,0.607,Colorectal Screening,Female
Gloucester,Hispanic/Latino,**,**,**,0.617,0.541,Colorectal Screening,Female
Hudson,Asian/Pacific Islander,**,**,**,0.802,0.746,Colorectal Screening,Female
Hudson,Black/African American,0.654,0.752,0.539,0.892,0.841,Colorectal Screening,Female
Hudson,White,0.632,0.704,0.553,0.924,0.894,Colorectal Screening,Female
Hudson,Other,**,**,**,0.721,0.493,Colorectal Screening,Female
Hudson,Hispanic/Latino,0.699,0.777,0.608,0.915,0.856,Colorectal Screening,Female
Hunterdon,Asian/Pacific Islander,**,**,**,0.758,0.347,Colorectal Screening,Female
Hunterdon,Black/African American,**,**,**,0.717,0.621,Colorectal Screening,Female
Hunterdon,White,0.684,0.735,0.628,0.946,0.913,Colorectal Screening,Female
Hunterdon,Other,**,**,**,0.625,-0.186,Colorectal Screening,Female
Hunterdon,Hispanic/Latino,**,**,**,0.86,0.301,Colorectal Screening,Female
Mercer,Asian/Pacific Islander,**,**,**,0.764,0.711,Colorectal Screening,Female
Mercer,Black/African American,0.766,0.86,0.636,0.887,0.754,Colorectal Screening,Female
Mercer,White,0.697,0.751,0.636,0.943,0.904,Colorectal Screening,Female
Mercer,Other,**,**,**,0.653,0.52,Colorectal Screening,Female
Mercer,Hispanic/Latino,**,**,**,0.69,0.663,Colorectal Screening,Female
