STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE,NAME
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Female Breast,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Female Breast,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,"Female Breast, <i>in situ</i>",2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Hodgkin Lymphoma,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Hodgkin Lymphoma,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Kaposi Sarcoma,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),.,.,.,.,Mortality,5408,American Indian/Alaska Native,Female,Kaposi Sarcoma,2014-2018,.,.,.,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Kidney and Renal Pelvis,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Kidney and Renal Pelvis,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Larynx,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Larynx,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Leukemias,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Leukemias,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Liver and Intrahepatic Bile Duct,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Liver and Intrahepatic Bile Duct,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Lung and Bronchus,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Lung and Bronchus,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Melanomas of the Skin,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Melanomas of the Skin,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Mesothelioma,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Mesothelioma,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Myeloma,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Myeloma,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Non-Hodgkin Lymphoma,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Non-Hodgkin Lymphoma,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Ovary,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Ovary,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Pancreas,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Pancreas,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Stomach,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Stomach,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Thyroid,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Thyroid,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Female,Urinary Bladder,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Female,Urinary Bladder,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,All Cancer Sites Combined,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,All Cancer Sites Combined,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Brain and Other Nervous System,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Brain and Other Nervous System,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Colon and Rectum,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Colon and Rectum,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Esophagus,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Esophagus,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Hodgkin Lymphoma,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Hodgkin Lymphoma,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Kaposi Sarcoma,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),.,.,.,.,Mortality,5215,American Indian/Alaska Native,Male,Kaposi Sarcoma,2014-2018,.,.,.,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Kidney and Renal Pelvis,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Kidney and Renal Pelvis,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Larynx,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Larynx,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Leukemias,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Leukemias,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Liver and Intrahepatic Bile Duct,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Liver and Intrahepatic Bile Duct,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Lung and Bronchus,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Lung and Bronchus,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,0,American Indian/Alaska Native,Male,Male Breast,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,0,American Indian/Alaska Native,Male,Male Breast,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Melanomas of the Skin,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Melanomas of the Skin,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Mesothelioma,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Mesothelioma,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Myeloma,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Myeloma,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Non-Hodgkin Lymphoma,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Non-Hodgkin Lymphoma,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Oral Cavity and Pharynx,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Pancreas,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Pancreas,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Prostate,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Prostate,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Stomach,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Stomach,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Testis,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Testis,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Thyroid,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Thyroid,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male,Urinary Bladder,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5215,American Indian/Alaska Native,Male,Urinary Bladder,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,All Cancer Sites Combined,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,10623,American Indian/Alaska Native,Male and Female,All Cancer Sites Combined,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,Brain and Other Nervous System,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,10623,American Indian/Alaska Native,Male and Female,Brain and Other Nervous System,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Male and Female,Cervix,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Male and Female,Cervix,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,Colon and Rectum,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,10623,American Indian/Alaska Native,Male and Female,Colon and Rectum,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Male and Female,"Corpus and Uterus, NOS",2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Male and Female,"Corpus and Uterus, NOS",2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,Esophagus,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,10623,American Indian/Alaska Native,Male and Female,Esophagus,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,Hodgkin Lymphoma,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,10623,American Indian/Alaska Native,Male and Female,Hodgkin Lymphoma,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,Kaposi Sarcoma,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),.,.,.,.,Mortality,10623,American Indian/Alaska Native,Male and Female,Kaposi Sarcoma,2014-2018,.,.,.,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,Kidney and Renal Pelvis,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,10623,American Indian/Alaska Native,Male and Female,Kidney and Renal Pelvis,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,Larynx,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,10623,American Indian/Alaska Native,Male and Female,Larynx,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,Leukemias,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,10623,American Indian/Alaska Native,Male and Female,Leukemias,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,Liver and Intrahepatic Bile Duct,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,10623,American Indian/Alaska Native,Male and Female,Liver and Intrahepatic Bile Duct,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,Lung and Bronchus,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,10623,American Indian/Alaska Native,Male and Female,Lung and Bronchus,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Male and Female,Male and Female Breast,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Male and Female,Male and Female Breast,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Male and Female,"Male and Female Breast, <i>in situ</i>",2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,Melanomas of the Skin,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,10623,American Indian/Alaska Native,Male and Female,Melanomas of the Skin,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,Mesothelioma,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,10623,American Indian/Alaska Native,Male and Female,Mesothelioma,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,Myeloma,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,10623,American Indian/Alaska Native,Male and Female,Myeloma,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,Non-Hodgkin Lymphoma,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,10623,American Indian/Alaska Native,Male and Female,Non-Hodgkin Lymphoma,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,Oral Cavity and Pharynx,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,10623,American Indian/Alaska Native,Male and Female,Oral Cavity and Pharynx,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5408,American Indian/Alaska Native,Male and Female,Ovary,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,5408,American Indian/Alaska Native,Male and Female,Ovary,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,10623,American Indian/Alaska Native,Male and Female,Pancreas,2014-2018,-,-,-,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),~,~,~,~,Mortality,10623,American Indian/Alaska Native,Male and Female,Pancreas,2014-2018,~,~,~,Atlantic County (34001)
New Jersey,NJ: Atlantic County (34001),-,-,-,-,Incidence,5215,American Indian/Alaska Native,Male and Female,Prostate,2014-2018,-,-,-,Atlantic County (34001)
